Wall time          ,Step ,Value
1701670037.2044537 ,2999 ,82.2265625
1701670052.1200266 ,3002 ,85.7421875
1701670060.678591  ,3010 ,83.203125
1701670065.8229547 ,3019 ,78.90625
1701670086.3256953 ,3029 ,83.59375
1701670092.701623  ,3034 ,82.2265625
1701670114.2904625 ,3047 ,81.640625
1701670144.5121152 ,3066 ,81.8359375
1701670146.15694   ,3069 ,81.0546875
1701670171.851991  ,3083 ,84.375
1701670172.287957  ,3084 ,80.078125
1701670180.1147106 ,3090 ,77.9296875
1701670183.657112  ,3096 ,83.0078125
1701670201.1053705 ,3103 ,79.296875
1701670201.6453905 ,3104 ,81.4453125
1701670202.3669186 ,3105 ,85.15625
1701670203.374559  ,3107 ,82.6171875
1701670209.5053437 ,3111 ,84.5703125
1701670213.737845  ,3115 ,77.9296875
1701670216.775322  ,3119 ,82.8125
1701670229.2340214 ,3120 ,86.5234375
1701670230.0572782 ,3121 ,81.8359375
1701670235.3432229 ,3126 ,83.0078125
1701670237.4985442 ,3128 ,83.59375
1701670244.7331874 ,3138 ,82.421875
1701670263.1256473 ,3145 ,84.5703125
1701670303.511133  ,3173 ,78.7109375
1701670306.063989  ,3178 ,82.6171875
1701670326.1434426 ,3187 ,79.6875
1701670328.3908126 ,3190 ,79.8828125
1701670329.4497378 ,3192 ,81.8359375
1701670336.5684893 ,3199 ,78.7109375
1701670351.9869804 ,3204 ,80.078125
1701670360.7153473 ,3212 ,77.734375
1701670362.9119012 ,3216 ,77.5390625
1701670363.3209383 ,3217 ,82.03125
1701670378.7099009 ,3220 ,78.125
1701670380.4340582 ,3222 ,76.7578125
1701670384.26502   ,3229 ,84.5703125
1701670395.4117317 ,3237 ,81.25
1701670409.6091654 ,3241 ,80.078125
1701670411.1350243 ,3243 ,79.1015625
1701670441.9201944 ,3265 ,81.4453125
1701670443.7962313 ,3268 ,77.5390625
1701670480.8767087 ,3298 ,80.46875
1701670494.827176  ,3306 ,80.46875
1701670539.3318102 ,3340 ,76.7578125
1701670541.362809  ,3345 ,81.640625
1701670550.2817295 ,3356 ,78.125
1701670565.1040854 ,3365 ,72.65625
1701670572.3430018 ,3370 ,79.6875
1701670574.4688141 ,3372 ,79.296875
1701670576.6542218 ,3374 ,77.1484375
1701670579.1514401 ,3377 ,78.3203125
1701670580.375794  ,3379 ,76.953125
1701670596.7739863 ,3384 ,75.78125
1701670597.8415391 ,3385 ,78.125
1701670604.4708672 ,3393 ,79.1015625
1701670604.9480026 ,3394 ,74.0234375
1701670620.1437411 ,3404 ,79.8828125
1701670621.7553053 ,3408 ,73.4375
1701670629.8027983 ,3418 ,76.5625
1701670642.4159193 ,3422 ,77.1484375
1701670644.5081296 ,3426 ,80.078125
1701670653.8749597 ,3434 ,78.125
1701670658.8812926 ,3439 ,77.1484375
1701670684.7206955 ,3454 ,78.515625
1701670685.6736836 ,3455 ,75.9765625
1701670702.429747  ,3461 ,76.171875
1701670708.9501321 ,3468 ,76.171875
1701670713.3318374 ,3472 ,77.9296875
1701670732.1639385 ,3482 ,77.34375
1701670733.2335417 ,3483 ,74.8046875
1701670734.3194919 ,3484 ,79.4921875
